CST 2026-07-17 20:03:48.932     0     0 I I00000/HiLog: ========Zeroth log of type: init
CST 2026-07-17 20:03:52.221   412   412 I I02c01/CustCarrierMount: UpdateCotaOpkeyLink start
CST 2026-07-17 20:03:52.221   412   412 W I02c01/CustCarrierMount: not exsit CUST_GLOBAL_CARRIER_DIR or COTA_PARAM_CARRIER_DIR
CST 2026-07-17 20:03:53.324   412   412 I I02c01/CustCarrierMount: success to update cota carrier
CST 2026-07-17 20:06:14.885   727   727 E C01406/RSScreenManager: IsAllScreensPowerOff: screenPowerStatus_ is empty.
CST 2026-07-17 20:06:14.897  2205  2205 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
CST 2026-07-17 20:06:14.904   469  1523 E C01707/CONCUR: [Interface] task 1523 apply qos failed, errno = 4
CST 2026-07-17 20:06:14.904   469  1523 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
CST 2026-07-17 20:06:14.904   728   797 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
CST 2026-07-17 20:06:14.904   728   797 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
CST 2026-07-17 20:06:14.904   469  1523 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
CST 2026-07-17 20:06:14.905   469  1523 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
CST 2026-07-17 20:06:14.905   469  1523 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x20087fab,ret:1001,uri:******icIconInfo
CST 2026-07-17 20:06:14.905   469  1523 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x20087fab, uri:******icIconInfo
CST 2026-07-17 20:06:14.905  2205  2205 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
CST 2026-07-17 20:06:14.907   588   724 W C02943/ThermalHdi: Read node failed, title = brightness
CST 2026-07-17 20:06:14.907   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:14.907   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:14.907   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:14.907   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:14.907   588   724 W C02943/ThermalHdi: Read node failed, title = 
