CST 2026-07-17 19:56:03.053     0     0 I I00000/HiLog: ========Zeroth log of type: init
CST 2026-07-17 19:56:06.124   411   411 I I02c01/CustCarrierMount: UpdateCotaOpkeyLink start
CST 2026-07-17 19:56:06.124   411   411 W I02c01/CustCarrierMount: not exsit CUST_GLOBAL_CARRIER_DIR or COTA_PARAM_CARRIER_DIR
CST 2026-07-17 19:56:07.356   411   411 I I02c01/CustCarrierMount: success to update cota carrier
CST 2026-07-17 19:57:34.850   769   902 W C01406/OHOS::RS: RSJankStats::SetJankStats jank frames 8
CST 2026-07-17 19:57:34.850   769   769 E C01406/RSClientToRenderConnection: TakeSurfaceCapture failed, node is nullptr
CST 2026-07-17 19:57:34.850  1522  2129 E C04216/WMSPattern: Snapshot: Save snapshot failed, id: 30
CST 2026-07-17 19:57:34.850  1522  2129 I C0420a/WMSLife: Disconnect: [id: 30] Disconnect session, state: 3
CST 2026-07-17 19:57:34.850  1522  2129 I C0420a/WMSLife: OnSessionStateChange: id: 30, state: 5
CST 2026-07-17 19:57:34.851  1522  2129 I C04201/DMS: Notify ability EntryAbility bundle cn.alfadb.netbird.e3vpna update toScreen id: 0
CST 2026-07-17 19:57:34.851   769   769 E C01406/RSScreenManager: IsAllScreensPowerOff: screenPowerStatus_ is empty.
CST 2026-07-17 19:57:34.851  1522  2129 I C0420a/WMSLife: OnSessionStateChange: id: 30, state: 0
CST 2026-07-17 19:57:34.851  1522  2129 I C0420a/WMSLife: The windows of pid 3089 change to invisibility.
CST 2026-07-17 19:57:34.851   770   782 I C01311/AppMS: [WND_CHG_LSNR38]NotifyWindowPidVisibilityChanged called, pid:3089, visibilityState:1.
CST 2026-07-17 19:57:34.851  1522  2129 I C0420a/WMSLife: SetAbilitySessionInfo: Is SCB Call, set flag:1, persistentId:30, requestId:-1
CST 2026-07-17 19:57:34.851  1522  2129 I C04202/WMSMain: ResetSceneSessionInfoWant: keySessionId: 
CST 2026-07-17 19:57:34.851  1522  2129 I C0420a/WMSLife: MoveStartLifeCycleTask: id:30 is not pc window
CST 2026-07-17 19:57:34.851  1522  2129 I C04202/WMSMain: RequestSceneSessionDestructionInner: [id: 30] Begin CloseUIAbility, system: 0
CST 2026-07-17 19:57:34.851  1522  2129 I C04202/WMSMain: RequestSceneSessionDestructionInner: reset want: 30
CST 2026-07-17 19:57:34.851  1522  2129 I C0420a/WMSLife: ClearRequestTaskInfo: persistentId:30
CST 2026-07-17 19:57:34.851  1522  2129 I C04200/WMS: NotifySessionForCallback: id: 30, needRemoveSession: 0
CST 2026-07-17 19:57:34.851  1522  2129 I C04200/WMS: NotifySessionForCallback: NotifyClosed, id: 30
CST 2026-07-17 19:57:34.851  1522  2129 I C04200/SessionListenerController: NotifySessionClosed: Id:30
CST 2026-07-17 19:57:34.851  1522  2129 I C04200/SessionListenerController: NotifySessionDestroyed: Id:30
CST 2026-07-17 19:57:34.851  1522  2129 I C0420a/WMSLife: operator(): start notify listeners, bundleName:cn.alfadb.netbird.e3vpna, Id:30, event:1, reason: 2
CST 2026-07-17 19:57:34.851  1522  3600 I C01336/AMS: [AMC547]scb call, CloseUIAbilityBySCB persistentId: 30
CST 2026-07-17 19:57:34.852  1522  2129 I C04207/WMSFocus: GetAllGroupInfo success
CST 2026-07-17 19:57:34.852  1522  2129 I C04217/WMSAttribute: Visibility changed, size: 4, WindowVisibilityInfos [name, winId, visibleState]: [BackgroundBlurView2, 4, 0], [SCBWallpaper5, 7, 0], [SCBDesktop7, 10, 0], [SCBFormCenter14, 17, 0], 
CST 2026-07-17 19:57:34.852   770   782 I C01336/AMS: [ABMS5187]close session: 30, resultCode: -1, isClearSession: 0
CST 2026-07-17 19:57:34.852  1522  2129 I C04202/WMSMain: NotifyRSSWindowModeTypeUpdate: Notify RSS Window Mode Type Update, type : 5
CST 2026-07-17 19:57:34.852   770   782 E C01336/AMS: [ABMS5193]nullptr
CST 2026-07-17 19:57:34.852  1522  3600 I C0420a/WMSLife: RequestSceneSessionDestructionInner close ability ret:22, persistentId:30
CST 2026-07-17 19:57:34.852  1522  1522 I C04207/WMSFocus: HandleGetAllGroupInfo: start reply
CST 2026-07-17 19:57:34.850   605   611 W C02515/DISP: [SetLayerMaskInfo:495] <private> is not supported
CST 2026-07-17 19:57:34.852  1522  2129 I C04214/WMSPipeLine: UpdateVisibilityInner: id: 30, visibility: 1 -> 0
CST 2026-07-17 19:57:34.852  1522  2129 E C0420a/WMSLife: The count of visible windows in same pid:3089 is less than 0.
CST 2026-07-17 19:57:34.853   770  1544 E C01311/AppMS: [AMSI8597]App running record is nullptr.
CST 2026-07-17 19:57:34.853   605   611 I C02515/DISP: [CommitComposeLayer:67] CommitComposeLayer! 10
CST 2026-07-17 19:57:34.853   305   541 I C04202/WMSMain: NotifyWindowModeChange: WindowManager::Impl UpdateWindowModeTypeInfo type: 5
CST 2026-07-17 19:57:34.854  1522  2131 I C04217/WMSAttribute: operator(): memMgrWindowInfos size: 4
CST 2026-07-17 19:57:34.854  1522  2129 E C04215/WMSHierarchy: SceneZOrderCheckProcess: ZOrderCheck start
CST 2026-07-17 19:57:34.855   770  1073 I C01311/AppMS: [ARR2195]wnd call, com.ohos.sceneboard_1522, isEmpty_0, c_2 -> p_0
CST 2026-07-17 19:57:34.857   201  2192 I C01d00/accessibility: [(SetActiveWindow:398)]windowId is 10, activeWindowId_: -1
CST 2026-07-17 19:57:34.857   201  2192 I C01d00/accessibility: [(SetAccessibilityFocusedWindow:997)]Active window updated: 10
CST 2026-07-17 19:57:34.857   201  2192 I C01d00/accessibility: [(WindowUpdateAll:1079)]WindowUpdateAll end activeWindowId_: 10
CST 2026-07-17 19:57:34.857   201  2192 I C01d00/accessibility: [(WindowUpdateAll:1027)]WindowUpdateAll start activeWindowId_: 10
CST 2026-07-17 19:57:34.857   201  2192 I C01d00/accessibility: [(SetActiveWindow:398)]windowId is 10, activeWindowId_: -1
CST 2026-07-17 19:57:34.857   251   516 I C02803/InputWindowsManager: [|8263]newMainDisplayInfo:0, oldMainDisplayInfo:0
CST 2026-07-17 19:57:34.857   251   516 I C02803/InputWindowsManager: [|8263]newMainDisplayInfo:0, oldMainDisplayInfo:0
CST 2026-07-17 19:57:34.858   251   516 I C02803/InputWindowsManager: [|2067]19|0|2758|1320|98|1,0|0|1320|98
CST 2026-07-17 19:57:34.859  1522  2132 I C0420c/WMSEvent: LogWinInfo: eid:19,size:8,idList:3|0|1|100|1522|1522|1;4|0|1|101|1522|1522|1;7|0|0|1|1522|1522|1;10|0|0|2|1522|1522|1;17|0|1|3|1522|1522|1;19|0|2048|2200|1522|1522|1;21|0|0|2202|1522|1522|1;25|0|2048|4102|1522|1522|2;10|0,0|1,1|0,0,1320,2856
CST 2026-07-17 19:57:34.859   251   516 I C02803/InputWindowsManager: [|8263]newMainDisplayInfo:0, oldMainDisplayInfo:0
CST 2026-07-17 19:57:34.859   251   516 I C02803/InputWindowsManager: [|8263]newMainDisplayInfo:0, oldMainDisplayInfo:0
CST 2026-07-17 19:57:34.859   251   516 I C02803/InputWindowsManager: [|2067]19|0|2758|1320|98|1,0|0|1320|98
CST 2026-07-17 19:57:34.860   755  1040 I C01c10/ImsaKit: line: 164, function: NotifyInputStop,enter.
CST 2026-07-17 19:57:34.860   755  1040 I C01c10/ImsaKit: line: 61, function: GetListenerInfo,ImeEventListenerManager::GetListenerInfo enter
CST 2026-07-17 19:57:34.861   755  1040 I C01c10/ImsaKit: line: 181, function: NotifyInputStop,NotifyInputStopToClients end
CST 2026-07-17 19:57:34.861  1522  1522 I C03933/AceKeyboard: [(100000:100000:scope)] scbSoftKeyboard Closes Successfully.
CST 2026-07-17 19:57:34.861  1522  1522 I C0392a/AceUiExtensionComponent: [(100000:100000:scope)] [@1991][ID: 1] HandleVisibleAreaChange visible: 1, curVisible: 1, ratio: 1.000000, displayArea: RectT (0.00, 0.00) - [1320.00 x 2856.00].
CST 2026-07-17 19:57:34.861  1522  1522 I C02d66/Hiview-PerfMonitor: ProcessJank: JankFrameMonitor::ProcessJank jank >= threshold
CST 2026-07-17 19:57:34.862  1522  1522 I C02d06/XCollie: StartProfileMainThread durationTime: 162 ms, sampleInterval: 150.
CST 2026-07-17 19:57:34.862  1522  1536 E C02d06/XCollie: ThreadSampler initialize failed.
CST 2026-07-17 19:57:34.862  1522  1536 I C02d06/XCollie: Detect sample stack task complete.
CST 2026-07-17 19:57:34.862  1522  1522 I A0420a/WMSLife: onSessionStateChange state:5
CST 2026-07-17 19:57:34.862  1522  1522 I A04200/WINDOW: SCBScreenSM: unRegScreenPropChange: at onSessionStateChange (SCBSceneSession.ts:3383:55)screenId: undefined true null
CST 2026-07-17 19:57:34.862  1522  1522 I A04200/WINDOW: SCBScreenSM: recordEventFromScb
CST 2026-07-17 19:57:34.862  1522  1522 I A04200/WINDOW: SCBScreenSM: callbackRegisterMap callerStack: at onSessionStateChange (SCBSceneSession.ts:3383:55)
CST 2026-07-17 19:57:34.862  1522  1522 I A04200/WINDOW: SCBScreenSM: unRegScreenPropChange index:24 removed:1
CST 2026-07-17 19:57:34.862  1522  1522 I A04209/WMSImms: win:30 background
